dia,indice,geocod,cdufmun,nome
28/08/2021,47.505949339367836,3200607,320060,ARACRUZ
28/08/2021,40.314490229764484,3201209,320120,CACHOEIRO DE ITAPEMIRIM
28/08/2021,43.268587386014688,3201308,320130,CARIACICA
28/08/2021,37.094105480868666,3201506,320150,COLATINA
28/08/2021,42.939851877220772,3202405,320240,GUARAPARI
28/08/2021,41.604217854217854,3203205,320320,LINHARES
28/08/2021,44.534708249496984,3203908,320390,NOVA VENÉCIA
28/08/2021,43.774194555444555,3204906,320490,SÃO MATEUS
28/08/2021,42.577291050327849,3205002,320500,SERRA
28/08/2021,46.914928470022933,3205101,320510,VIANA
28/08/2021,42.530266256037972,3205200,320520,VILA VELHA
28/08/2021,42.655613910930179,3205309,320530,VITÓRIA
