dia,indice,geocod,cdufmun,nome
05/08/2021,46.100100665087836,3200607,320060,ARACRUZ
05/08/2021,38.258891030884785,3201209,320120,CACHOEIRO DE ITAPEMIRIM
05/08/2021,40.569487895872719,3201308,320130,CARIACICA
05/08/2021,35.856065377844534,3201506,320150,COLATINA
05/08/2021,40.421364255447942,3202405,320240,GUARAPARI
05/08/2021,40.095831528143950,3203205,320320,LINHARES
05/08/2021,43.850467289719626,3203908,320390,NOVA VENÉCIA
05/08/2021,41.618556442360111,3204906,320490,SÃO MATEUS
05/08/2021,38.412565458543708,3205002,320500,SERRA
05/08/2021,44.142072996863415,3205101,320510,VIANA
05/08/2021,38.851201999631250,3205200,320520,VILA VELHA
05/08/2021,39.426934572772342,3205309,320530,VITÓRIA
