dia,indice,geocod,cdufmun,nome
26/08/2021,46.148145419094475,3200607,320060,ARACRUZ
26/08/2021,36.073020469579536,3201209,320120,CACHOEIRO DE ITAPEMIRIM
26/08/2021,40.658305423958359,3201308,320130,CARIACICA
26/08/2021,35.504999957591538,3201506,320150,COLATINA
26/08/2021,41.256156062455637,3202405,320240,GUARAPARI
26/08/2021,40.285379611359406,3203205,320320,LINHARES
26/08/2021,43.933290449124212,3203908,320390,NOVA VENÉCIA
26/08/2021,42.035082684338461,3204906,320490,SÃO MATEUS
26/08/2021,39.375567084218374,3205002,320500,SERRA
26/08/2021,44.444444444444444,3205101,320510,VIANA
26/08/2021,40.040315494537391,3205200,320520,VILA VELHA
26/08/2021,40.165708640907953,3205309,320530,VITÓRIA
