dia,indice,geocod,cdufmun,nome
14/08/2021,47.331770830266233,3200607,320060,ARACRUZ
14/08/2021,40.493437033271316,3201209,320120,CACHOEIRO DE ITAPEMIRIM
14/08/2021,42.612859469365598,3201308,320130,CARIACICA
14/08/2021,37.197209620816572,3201506,320150,COLATINA
14/08/2021,42.388387096774194,3202405,320240,GUARAPARI
14/08/2021,41.794956713816662,3203205,320320,LINHARES
14/08/2021,44.046227003429997,3203908,320390,NOVA VENÉCIA
14/08/2021,42.850513390399184,3204906,320490,SÃO MATEUS
14/08/2021,41.968190956442660,3205002,320500,SERRA
14/08/2021,45.713499597114951,3205101,320510,VIANA
14/08/2021,41.468110093061998,3205200,320520,VILA VELHA
14/08/2021,42.036249113949960,3205309,320530,VITÓRIA
