dia,indice,geocod,cdufmun,nome
23/08/2021,45.393756073367723,3200607,320060,ARACRUZ
23/08/2021,33.451985291148653,3201209,320120,CACHOEIRO DE ITAPEMIRIM
23/08/2021,40.334546127692330,3201308,320130,CARIACICA
23/08/2021,35.542547971497179,3201506,320150,COLATINA
23/08/2021,41.009326354012780,3202405,320240,GUARAPARI
23/08/2021,39.564498785296109,3203205,320320,LINHARES
23/08/2021,43.919027001663609,3203908,320390,NOVA VENÉCIA
23/08/2021,40.808043774366757,3204906,320490,SÃO MATEUS
23/08/2021,38.786576342703462,3205002,320500,SERRA
23/08/2021,44.259347713941803,3205101,320510,VIANA
23/08/2021,39.445230820977100,3205200,320520,VILA VELHA
23/08/2021,40.002574434987880,3205309,320530,VITÓRIA
