dia,indice,geocod,cdufmun,nome
29/08/2021,53.142936606416989,3200607,320060,ARACRUZ
29/08/2021,46.632131025090390,3201209,320120,CACHOEIRO DE ITAPEMIRIM
29/08/2021,48.219937857536952,3201308,320130,CARIACICA
29/08/2021,44.173446172529081,3201506,320150,COLATINA
29/08/2021,46.255742569887033,3202405,320240,GUARAPARI
29/08/2021,47.948430246628385,3203205,320320,LINHARES
29/08/2021,51.221389191171609,3203908,320390,NOVA VENÉCIA
29/08/2021,48.782611526129909,3204906,320490,SÃO MATEUS
29/08/2021,48.131371617040182,3205002,320500,SERRA
29/08/2021,52.154683915194737,3205101,320510,VIANA
29/08/2021,46.857747364439777,3205200,320520,VILA VELHA
29/08/2021,47.326795868631774,3205309,320530,VITÓRIA
