dia,indice,geocod,cdufmun,nome
07/08/2021,49.132007610776765,3200607,320060,ARACRUZ
07/08/2021,40.911830043283731,3201209,320120,CACHOEIRO DE ITAPEMIRIM
07/08/2021,43.223167033842502,3201308,320130,CARIACICA
07/08/2021,37.352116916805632,3201506,320150,COLATINA
07/08/2021,43.195532015074816,3202405,320240,GUARAPARI
07/08/2021,42.564553417342320,3203205,320320,LINHARES
07/08/2021,44.767015662859607,3203908,320390,NOVA VENÉCIA
07/08/2021,44.111429510969137,3204906,320490,SÃO MATEUS
07/08/2021,42.799410946559503,3205002,320500,SERRA
07/08/2021,47.391329967983344,3205101,320510,VIANA
07/08/2021,42.223484876436167,3205200,320520,VILA VELHA
07/08/2021,42.945457303610603,3205309,320530,VITÓRIA
