dia,indice,geocod,cdufmun,nome
24/08/2021,46.075975429806802,3200607,320060,ARACRUZ
24/08/2021,38.137125516847798,3201209,320120,CACHOEIRO DE ITAPEMIRIM
24/08/2021,40.658508377651065,3201308,320130,CARIACICA
24/08/2021,35.941872820604918,3201506,320150,COLATINA
24/08/2021,41.349670174408470,3202405,320240,GUARAPARI
24/08/2021,40.355240711128363,3203205,320320,LINHARES
24/08/2021,41.822515487559522,3203908,320390,NOVA VENÉCIA
24/08/2021,42.119242154864947,3204906,320490,SÃO MATEUS
24/08/2021,39.235281666717063,3205002,320500,SERRA
24/08/2021,44.739084050318135,3205101,320510,VIANA
24/08/2021,39.661229392615288,3205200,320520,VILA VELHA
24/08/2021,40.224994858363104,3205309,320530,VITÓRIA
