dia,indice,geocod,cdufmun,nome
02/08/2021,46.138951858659097,3200607,320060,ARACRUZ
02/08/2021,38.517836738025279,3201209,320120,CACHOEIRO DE ITAPEMIRIM
02/08/2021,40.385910749368510,3201308,320130,CARIACICA
02/08/2021,34.843980465156822,3201506,320150,COLATINA
02/08/2021,41.234700197607087,3202405,320240,GUARAPARI
02/08/2021,40.113965670548451,3203205,320320,LINHARES
02/08/2021,43.410653490737055,3203908,320390,NOVA VENÉCIA
02/08/2021,42.005840545241067,3204906,320490,SÃO MATEUS
02/08/2021,39.359516182580061,3205002,320500,SERRA
02/08/2021,44.625609232897998,3205101,320510,VIANA
02/08/2021,39.357904520257914,3205200,320520,VILA VELHA
02/08/2021,40.201296067410357,3205309,320530,VITÓRIA
