dia,indice,geocod,cdufmun,nome
06/08/2021,45.396106090161304,3200607,320060,ARACRUZ
06/08/2021,37.751523876877484,3201209,320120,CACHOEIRO DE ITAPEMIRIM
06/08/2021,39.926358167700412,3201308,320130,CARIACICA
06/08/2021,34.372808798021922,3201506,320150,COLATINA
06/08/2021,40.216488615096694,3202405,320240,GUARAPARI
06/08/2021,38.872462610209109,3203205,320320,LINHARES
06/08/2021,42.517472173945198,3203908,320390,NOVA VENÉCIA
06/08/2021,40.869127670280408,3204906,320490,SÃO MATEUS
06/08/2021,38.268594009718133,3205002,320500,SERRA
06/08/2021,43.702540437090998,3205101,320510,VIANA
06/08/2021,38.549273429477116,3205200,320520,VILA VELHA
06/08/2021,38.932902541695933,3205309,320530,VITÓRIA
