dia,indice,geocod,cdufmun,nome
03/08/2021,46.327282347088712,3200607,320060,ARACRUZ
03/08/2021,36.533661342994919,3201209,320120,CACHOEIRO DE ITAPEMIRIM
03/08/2021,40.030520930922411,3201308,320130,CARIACICA
03/08/2021,34.717948368825227,3201506,320150,COLATINA
03/08/2021,38.168039275636369,3202405,320240,GUARAPARI
03/08/2021,39.348421264045835,3203205,320320,LINHARES
03/08/2021,44.256754910799660,3203908,320390,NOVA VENÉCIA
03/08/2021,42.611779745211424,3204906,320490,SÃO MATEUS
03/08/2021,39.091823430806482,3205002,320500,SERRA
03/08/2021,44.731392516211249,3205101,320510,VIANA
03/08/2021,39.050594330996647,3205200,320520,VILA VELHA
03/08/2021,40.001080999809590,3205309,320530,VITÓRIA
