dia,indice,geocod,cdufmun,nome
15/08/2021,52.781235114245763,3200607,320060,ARACRUZ
15/08/2021,46.659747336328106,3201209,320120,CACHOEIRO DE ITAPEMIRIM
15/08/2021,47.653062743549591,3201308,320130,CARIACICA
15/08/2021,43.160219672156737,3201506,320150,COLATINA
15/08/2021,46.227303160272116,3202405,320240,GUARAPARI
15/08/2021,48.497208626066882,3203205,320320,LINHARES
15/08/2021,50.438706968933669,3203908,320390,NOVA VENÉCIA
15/08/2021,47.963572883328484,3204906,320490,SÃO MATEUS
15/08/2021,47.508774034060182,3205002,320500,SERRA
15/08/2021,53.083140120761272,3205101,320510,VIANA
15/08/2021,46.567001491150588,3205200,320520,VILA VELHA
15/08/2021,47.581000633629445,3205309,320530,VITÓRIA
