dia,indice,geocod,cdufmun,nome
21/08/2021,47.050021931849663,3200607,320060,ARACRUZ
21/08/2021,40.204197456508142,3201209,320120,CACHOEIRO DE ITAPEMIRIM
21/08/2021,42.610526779416249,3201308,320130,CARIACICA
21/08/2021,37.059941711552441,3201506,320150,COLATINA
21/08/2021,43.069716648408444,3202405,320240,GUARAPARI
21/08/2021,41.838944402486492,3203205,320320,LINHARES
21/08/2021,44.096655404122850,3203908,320390,NOVA VENÉCIA
21/08/2021,43.603916959069438,3204906,320490,SÃO MATEUS
21/08/2021,42.248733322615357,3205002,320500,SERRA
21/08/2021,46.877509502650035,3205101,320510,VIANA
21/08/2021,42.096168670030339,3205200,320520,VILA VELHA
21/08/2021,42.107671619965675,3205309,320530,VITÓRIA
